"ID";"TIPO_DOCUMENTO";"ANO";"MÊS";"COD_SENADOR";"NOME_SENADOR";"TIPO_DESPESA";"CPF_CNPJ_FORNECEDOR";"NOME_FORNECEDOR";"DOCUMENTO";"DATA";"DETALHAMENTO";"VALOR_REEMBOLSADO"
"2184976";"Nota Fiscal Eletrônica";"2022";"7";"5350";"JORGINHO MELLO";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"01.014.140/0001-81";"HOTEL LANG PALACE LTDA";"55138A1";"2022-07-20";;"177,84"
"2184974";"Nota Fiscal Eletrônica";"2022";"7";"5350";"JORGINHO MELLO";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"01.014.140/0001-81";"HOTEL LANG PALACE LTDA";"55136A1";"2022-07-20";;"177,84"
"2183770";"Nota Fiscal Eletrônica";"2022";"7";"5350";"JORGINHO MELLO";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"80.487.960/0001-67";"Hotel Solaris Ltda";"53128";"2022-07-09";;"121,50"
"2183763";"Nota Fiscal Eletrônica";"2022";"7";"5350";"JORGINHO MELLO";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"80.487.960/0001-67";"Hotel Solaris Ltda";"53133";"2022-07-09";;"121,50"
"2183766";"Nota Fiscal Eletrônica";"2022";"7";"5350";"JORGINHO MELLO";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"80.487.960/0001-67";"Hotel Solaris Ltda";"53132";"2022-07-09";;"121,50"
"2183762";"Nota Fiscal Eletrônica";"2022";"7";"5350";"JORGINHO MELLO";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"80.487.960/0001-67";"Hotel Solaris Ltda";"53129";"2022-07-09";;"121,50"
"2185395";"Nota Fiscal Eletrônica";"2022";"7";"5350";"JORGINHO MELLO";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"08.949.707/0001-50";"Ivete Cadore Gewher ME Hotel";"202200000002677";"2022-07-11";;"85,00"
"2184960";"Nota Fiscal Eletrônica";"2022";"7";"5350";"JORGINHO MELLO";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"08.949.707/0001-50";"Ivete Cadore Gewher ME Hotel";"202200000002678";"2022-07-11";;"85,00"
"2185394";"Nota Fiscal Eletrônica";"2022";"7";"5350";"JORGINHO MELLO";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"08.949.707/0001-50";"Ivete Cadore Gewher ME Hotel";"202200000002676";"2022-07-11";;"95,00"
"2184980";"Nota Fiscal Eletrônica";"2022";"7";"5350";"JORGINHO MELLO";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"08.949.707/0001-50";"Ivete Cadore Gewher ME Hotel";"202200000002681";"2022-07-11";;"95,00"
"2184979";"Nota Fiscal Eletrônica";"2022";"7";"5350";"JORGINHO MELLO";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"08.949.707/0001-50";"Ivete Cadore Gewher ME Hotel";"202200000002674";"2022-07-11";;"95,00"
"2184959";"Nota Fiscal Eletrônica";"2022";"7";"5350";"JORGINHO MELLO";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"08.949.707/0001-50";"Ivete Cadore Gewher ME Hotel";"202200000002675";"2022-07-11";;"130,00"
"2184957";"Cupom Fiscal";"2022";"7";"5350";"JORGINHO MELLO";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"05.991.479/0003-50";"Marquinho Combustiveis e Serviços Ltda";"000074639";"2022-07-11";;"311,47"
"2184955";"Cupom Fiscal";"2022";"7";"5350";"JORGINHO MELLO";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"07.425.595/0001-76";"Mdestri Combustíveis e Lubrificantes";"806";"2022-07-14";;"439,76"
"2183757";"Cupom Fiscal";"2022";"7";"5350";"JORGINHO MELLO";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"00.118.598/0002-07";"Panda Comércio de Combustíveis e Serviço";"000091813";"2022-07-10";;"292,19"
"2185393";"Cupom Fiscal";"2022";"7";"5350";"JORGINHO MELLO";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"09.314.845/0001-26";"Peruzzo Com. de Combustíveis Ltda";"000307717";"2022-07-20";;"256,23"
"2184956";"Cupom Fiscal";"2022";"7";"5350";"JORGINHO MELLO";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"83.488.882/0033-90";"Posto Agricopel Ltda";"000083816";"2022-07-16";;"289,99"
"2185384";"Cupom Fiscal";"2022";"7";"5350";"JORGINHO MELLO";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"83.488.882/0054-15";"Posto Agricopel Ltda";"000055830";"2022-07-30";;"394,12"
"2184968";"Cupom Fiscal";"2022";"7";"5350";"JORGINHO MELLO";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"00.108.775/0001-85";"Posto Beiramar";"402270";"2022-07-23";;"221,58"
"2183759";"Cupom Fiscal";"2022";"7";"5350";"JORGINHO MELLO";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"00.376.885/0001-28";"Posto Bertamoni Ltda";"000197001";"2022-07-09";;"484,01"
"2183761";"Cupom Fiscal";"2022";"7";"5350";"JORGINHO MELLO";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"83.888.404/0001-90";"SC Combustiveis Ltda";"000117578";"2022-07-04";;"331,73"
"2183760";"Cupom Fiscal";"2022";"7";"5350";"JORGINHO MELLO";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"83.888.404/0001-90";"SC Combustiveis Ltda";"000117637";"2022-07-04";;"521,87"
"2185379";"Cupom Fiscal";"2022";"7";"5350";"JORGINHO MELLO";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"83.888.404/0001-90";"SC Combustiveis Ltda";"000121987";"2022-07-26";;"295,01"
