"ID";"TIPO_DOCUMENTO";"ANO";"MÊS";"COD_SENADOR";"NOME_SENADOR";"TIPO_DESPESA";"CPF_CNPJ_FORNECEDOR";"NOME_FORNECEDOR";"DOCUMENTO";"DATA";"DETALHAMENTO";"VALOR_REEMBOLSADO"
"2204263";"Passagem / Bilhete / Código Localizador";"2023";"6";"5012";"RANDOLFE RODRIGUES";"Passagens aéreas, aquáticas e terrestres nacionais";"14.294.443/0001-47";"A. Camacho Torres - VOO Turismo";"QBKDLX";"2023-05-31";"Companhia Aérea: LATAM, Localizador: QBKDLX. Passageiros: RANDOLPH FREDERICH RODRIGUES ALVES (Matrícula 234282, PARLAMENTAR), Voo: 3890 - MCP/BSB - 04/06/23; ";"1786,60"
"2205386";"Passagem / Bilhete / Código Localizador";"2023";"6";"5012";"RANDOLFE RODRIGUES";"Passagens aéreas, aquáticas e terrestres nacionais";"14.294.443/0001-47";"A. Camacho Torres - VOO Turismo";"ZMJDJA";"2023-06-14";"Companhia Aérea: AZUL, Localizador: ZMJDJA. Passageiros: RANDOLPH FREDERICH RODRIGUES ALVES (Matrícula 234282, PARLAMENTAR), Voo: 4234 - BEL/MCP - 18/06/23; ";"730,68"
"2205841";"Passagem / Bilhete / Código Localizador";"2023";"6";"5012";"RANDOLFE RODRIGUES";"Passagens aéreas, aquáticas e terrestres nacionais";"14.294.443/0001-47";"A. Camacho Torres - VOO Turismo";"EJATFY";"2023-06-14";"Companhia Aérea: LATAM, Localizador: EJATFY. Passageiros: RANDOLPH FREDERICH RODRIGUES ALVES (Matrícula 234282, PARLAMENTAR), Voo: 3570 - MCP/BEL - 17/06/23; ";"975,04"
"2204259";"Passagem / Bilhete / Código Localizador";"2023";"6";"5012";"RANDOLFE RODRIGUES";"Passagens aéreas, aquáticas e terrestres nacionais";"14.294.443/0001-47";"A. Camacho Torres - VOO Turismo";"FWTFSV";"2023-06-14";"Companhia Aérea: GOL, Localizador: FWTFSV. Passageiros: RANDOLPH FREDERICH RODRIGUES ALVES (Matrícula 234282, PARLAMENTAR), Voo: 1768 - BSB/MCP - 16/06/23; ";"2662,17"
"2204260";"Passagem / Bilhete / Código Localizador";"2023";"6";"5012";"RANDOLFE RODRIGUES";"Passagens aéreas, aquáticas e terrestres nacionais";"14.294.443/0001-47";"A. Camacho Torres - VOO Turismo";"HXVIAL";"2023-06-15";"Companhia Aérea: GOL, Localizador: HXVIAL. Passageiros: WALTER SOARES DE OLIVEIRA (Matrícula 395721, COMISSIONADO), Voo: 1833 - MCP/BEL - 16/06/23; ";"974,58"
"2204680";"Passagem / Bilhete / Código Localizador";"2023";"6";"5012";"RANDOLFE RODRIGUES";"Passagens aéreas, aquáticas e terrestres nacionais";"14.294.443/0001-47";"A. Camacho Torres - VOO Turismo";"HQ15QB";"2023-06-15";"Companhia Aérea: AZUL, Localizador: HQ15QB. Passageiros: WALTER SOARES DE OLIVEIRA (Matrícula 395721, COMISSIONADO), Voo: 4234 - BEL/MCP - 18/06/23; ";"987,08"
"2204616";"Passagem / Bilhete / Código Localizador";"2023";"6";"5012";"RANDOLFE RODRIGUES";"Passagens aéreas, aquáticas e terrestres nacionais";"14.294.443/0001-47";"A. Camacho Torres - VOO Turismo";"ZMHRYQ";"2023-06-16";"Companhia Aérea: AZUL, Localizador: ZMHRYQ. Passageiros: RUANNE BARROSO LIMA (Matrícula 405441, COMISSIONADO), Voo: 4235 - MCP/BEL - 17/06/23; RUANNE BARROSO LIMA (Matrícula 405441, COMISSIONADO), Voo: 4234 - BEL/MCP - 18/06/23; ";"2807,69"
"2205383";"Passagem / Bilhete / Código Localizador";"2023";"6";"5012";"RANDOLFE RODRIGUES";"Passagens aéreas, aquáticas e terrestres nacionais";"14.294.443/0001-47";"A. Camacho Torres - VOO Turismo";"FFFNUG";"2023-06-18";"Companhia Aérea: GOL, Localizador: FFFNUG. Passageiros: RANDOLPH FREDERICH RODRIGUES ALVES (Matrícula 234282, PARLAMENTAR), Voo: 1723 - MCP/BSB - 19/06/23; ";"3402,40"
"2204261";"Passagem / Bilhete / Código Localizador";"2023";"6";"5012";"RANDOLFE RODRIGUES";"Passagens aéreas, aquáticas e terrestres nacionais";"14.294.443/0001-47";"A. Camacho Torres - VOO Turismo";"FRLRUG";"2023-06-22";"Companhia Aérea: LATAM, Localizador: FRLRUG. Passageiros: RANDOLPH FREDERICH RODRIGUES ALVES (Matrícula 234282, PARLAMENTAR), Voo: 3890 - MCP/BSB - 25/06/23; ";"1671,22"
"2204262";"Passagem / Bilhete / Código Localizador";"2023";"6";"5012";"RANDOLFE RODRIGUES";"Passagens aéreas, aquáticas e terrestres nacionais";"14.294.443/0001-47";"A. Camacho Torres - VOO Turismo";"ECQPYD";"2023-06-22";"Companhia Aérea: LATAM, Localizador: ECQPYD. Passageiros: RANDOLPH FREDERICH RODRIGUES ALVES (Matrícula 234282, PARLAMENTAR), Voo: 3768 - BSB/MCP - 22/06/23; ";"2191,41"
"2204686";"Passagem / Bilhete / Código Localizador";"2023";"6";"5012";"RANDOLFE RODRIGUES";"Passagens aéreas, aquáticas e terrestres nacionais";"14.294.443/0001-47";"A. Camacho Torres - VOO Turismo";"FXMZZI";"2023-06-26";"Companhia Aérea: LATAM, Localizador: FXMZZI. Passageiros: DARCILENE MACIEL DE ARAÚJO MONTEIRO (Matrícula 385995, COMISSIONADO), Voo: 3768 - BSB/MCP - 29/06/23; ";"2185,53"
"2200103";"Nota Fiscal Eletrônica";"2023";"5";"5905";"RODRIGO CUNHA";"Contratação de consultorias, assessorias, pesquisas, trabalhos técnicos e outros serviços de apoio ao exercício do mandato parlamentar";"40.891.702/0001-27";"LUCAS ARAUJO GONÇALVES  -  OTIMIZARTE";"2";"2023-05-19";"DESPESA DE SERVIÇO DE COBERTURA FOTOGRÁFICA DO SEANDOR RODRIGO CUNHA";"1005,00"
"2198474";"Nota Fiscal Eletrônica";"2023";"5";"5905";"RODRIGO CUNHA";"Contratação de consultorias, assessorias, pesquisas, trabalhos técnicos e outros serviços de apoio ao exercício do mandato parlamentar";"13.451.312/0001-63";"L2 PUBLICIDADE E COMUNICAÇÃO LTDA";"72";"2023-05-02";"DESPESA DE SERVIÇO DE CONSULTORIA DE COMUNICAÇÃO DO SENADOR RODRIGO CUNHA";"6500,00"
"2199522";"Nota Fiscal Eletrônica";"2023";"5";"5905";"RODRIGO CUNHA";"Contratação de consultorias, assessorias, pesquisas, trabalhos técnicos e outros serviços de apoio ao exercício do mandato parlamentar";"24.602.755/0001-24";"MARIA MADALENA DA SILVA - ME";"699";"2023-05-08";"DESEPSA DE SERVIÇO DE PRODUÇÃO GRÁFICA DO SENADOR RODRIGO CUNHA";"350,00"
"2199624";"Fatura";"2023";"5";"5905";"RODRIGO CUNHA";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"00.779.238/0001-67";"CARVALHO E SANTANA VIAGENS E TURISMO LTDA - ME - AGETUR VIAGENS E TURISMO";"FT 13942";"2023-05-16";"HOSPEDAGEM DO SENADOR RODRIGO CUNHA EM SÃO PAULO";"1803,66"
"2202378";"Nota Fiscal Eletrônica";"2023";"5";"5905";"RODRIGO CUNHA";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"12.975.538/0001-09";"SERVIÇOS AUTOMOTIVOS PONTA VERDE LTDA";"3039";"2023-06-13";"DESPESA DE COMBUSTÍVEL DO SENADOR RODRIGO CUNHA EM ALAGOAS- MÊS DE MAIO 2023";"4705,47"
"2201094";"Passagem / Bilhete / Código Localizador";"2023";"5";"5905";"RODRIGO CUNHA";"Passagens aéreas, aquáticas e terrestres nacionais";"33.937.681/0001-78";"LATAM";"DRAVFJ";"2023-05-08";"Companhia Aérea: LATAM, Localizador: DRAVFJ. Passageiros: RODRIGO SANTOS CUNHA (Matrícula 341566, PARLAMENTAR), Voo: 3451 - MCZ - GRU - 08/05/23; ";"2831,19"
"2203361";"Boleto";"2023";"6";"5905";"RODRIGO CUNHA";"Aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.";"66.970.229/0146-21";"CLARO NXT TELECOMUNICAÇÕES SA";"0001462497";"2023-05-18";"Conta de telefonia fixa, Tv por assinatura e internet do Gabinete de apoio do Senador Rodrigo Cunha.";"252,75"
"2203360";"Boleto";"2023";"6";"5905";"RODRIGO CUNHA";"Aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.";"66.970.229/0146-21";"CLARO NXT TELECOMUNICAÇÕES SA";"0001532204";"2023-06-17";"Conta de telefone fixo e internet do Gabinete de apoio do Senador Rodrigo Cunha.";"252,75"
"2201366";"Recibo";"2023";"6";"5905";"RODRIGO CUNHA";"Aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.";"410.***.***-10";"DENISE GAMA WENZEL";;"2023-06-07";"DESPESA DE ALUGUEL DO ESCRITÓRIO DE APOIO DO SENADOR RODRIGO CUNHA - MÊS DE JUNHO 2023";"2700,00"
"2204236";"Fatura";"2023";"6";"5905";"RODRIGO CUNHA";"Aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.";"12.272.084/0001-00";"EQUATORIAL ENERGIA";"15659267";"2023-06-29";"Consumo de energia elétrica do Gabinete de Apoio do Senador Rodrigo Cunha.";"221,98"
"2203358";"Boleto";"2023";"6";"5905";"RODRIGO CUNHA";"Aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.";"02.558.157/0001-62";"TELEFÔNICA BRASIL S/A";"00001126357806";"2023-07-01";"Conta de telefone celular do Gabinete de apoio do Senador Rodrigo Cunha.";"264,57"
"2202756";"Nota Fiscal Eletrônica";"2023";"6";"5905";"RODRIGO CUNHA";"Aquisição de material de consumo para uso no escritório político, inclusive aquisição ou locação de software, despesas postais, aquisição de publicações, locação de móveis e de equipamentos. ";"16.907.400/0001-15";"ALERTRACK SOLUÇÕES EM TECNOLOGIA LTDA ME";"8415";"2023-06-22";"DESPESA DE SERVIÇO DE LOCAÇÃO DE SOFTWARE DA SAC DIGITAL DO SENADOR RODRIGO CUNHA.";"508,00"
"2203006";"Nota Fiscal Eletrônica";"2023";"6";"5905";"RODRIGO CUNHA";"Contratação de consultorias, assessorias, pesquisas, trabalhos técnicos e outros serviços de apoio ao exercício do mandato parlamentar";"42.021.649/0001-39";"ACTA EMPRESA DE JORNALISMO E PRODUÇÕES LTDA";"190";"2023-06-23";"Serviço de produção e material digital do Senador Rodrigo Cunha.";"11000,00"
"2201096";"Nota Fiscal Eletrônica";"2023";"6";"5905";"RODRIGO CUNHA";"Contratação de consultorias, assessorias, pesquisas, trabalhos técnicos e outros serviços de apoio ao exercício do mandato parlamentar";"41.103.410/0001-45";"C5 SERVIÇOS DE COMUNICAÇÃO LTDA";"87";"2023-06-01";"DESPESA DE SERVIÇO DE PRODUÇÃO DE MATERIAL DE COMUNICAÇÃO E AÇÕES PARLAMENTARES DO SENADOR RODRIGO CUNHA";"2000,00"
"2201128";"Nota Fiscal Eletrônica";"2023";"6";"5905";"RODRIGO CUNHA";"Contratação de consultorias, assessorias, pesquisas, trabalhos técnicos e outros serviços de apoio ao exercício do mandato parlamentar";"33.077.895/0001-11";"ITAMACLYSON OLIVERIA SILVA";"96";"2023-06-06";"DESPESA DE SERVIÇO DE PRODUÇÃO DE MATERIAL DE COMUNICAÇÃO DO SENADOR RODRIGO CUNHA";"2000,00"
"2201131";"Nota Fiscal Eletrônica";"2023";"6";"5905";"RODRIGO CUNHA";"Contratação de consultorias, assessorias, pesquisas, trabalhos técnicos e outros serviços de apoio ao exercício do mandato parlamentar";"23.892.349/0001-80";"JA COMUNICAÇÃO LTDA - ME";"706";"2023-06-05";"DESPESA DE SERVIÇO DE PRODUÇÃO DE PEÇA DE COMUNICAÇÃO DIGITAL DO SENADOR RODRIGO CUNHA";"2000,00"
"2211909";"Nota Fiscal Eletrônica";"2023";"6";"5905";"RODRIGO CUNHA";"Contratação de consultorias, assessorias, pesquisas, trabalhos técnicos e outros serviços de apoio ao exercício do mandato parlamentar";"02.030.990/0001-36";"LV SERVIÇOS CONTÁBEIS LTDA";"936";"2023-10-09";"Serviço de consultoria contábil e orçamentária do Senador Rodrigo Cunha - Mês de junho 2023";"3275,00"
"2201098";"Nota Fiscal Eletrônica";"2023";"6";"5905";"RODRIGO CUNHA";"Contratação de consultorias, assessorias, pesquisas, trabalhos técnicos e outros serviços de apoio ao exercício do mandato parlamentar";"13.451.312/0001-63";"L2 PUBLICIDADE E COMUNICAÇÃO LTDA";"73";"2023-06-01";"DESPESA DE CONSULTORIA EM COMUNICAÇÃO SENADOR RODRIGO CUNHA";"6500,00"
"2201136";"Nota Fiscal Eletrônica";"2023";"6";"5905";"RODRIGO CUNHA";"Contratação de consultorias, assessorias, pesquisas, trabalhos técnicos e outros serviços de apoio ao exercício do mandato parlamentar";"08.997.636/0001-61";"M R FERINO DOS SANTOS E CIA LTDA - ME";"2255";"2023-06-05";"SERVIÇO DE PRODUÇÃO GRÁFICA DE 12.500 FOLHETOS COUCHÊ 90G 20X14 PARA DIVULGAÇÃO DA LEI Nº 14.541/2023 DE AUTORIA DO SENADOR RODRIGO CUNHA - LEI DE ATENDIMENTO INITERRUPTO DAS DELEGACIAS DAS MULHERES";"2130,00"
"2205646";"Nota Fiscal Eletrônica";"2023";"6";"5905";"RODRIGO CUNHA";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"04.431.113/0001-00";"COMÉRCIO DE COMBUSTÍVEIS NENZITA LTDA";"101740";"2023-06-26";"CONSUMO DE COMBUSTÍVEL EM MISSÃO NO INTERIOR DO ESTADO.";"210,06"
"2203178";"Cupom Fiscal";"2023";"6";"5905";"RODRIGO CUNHA";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"04.431.113/0001-00";"COMÉRCIO DE COMBUSTÍVEIS NENZITA LTDA";"101739";"2023-06-26";"Despesa do Gabinete do Senador Rodrigo Cunha referente ao abastecimento em posto de combustível para missão no interior do estado.";"247,67"
"2202917";"Nota Fiscal Eletrônica";"2023";"6";"5905";"RODRIGO CUNHA";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"27.573.128/0001-09";"F2 HOTELARIA LTDA - EPP";"17202";"2023-06-26";"Despesa do Gabinete do Senador Rodrigo Cunha referente à hospedagem de servidor.";"199,50"
"2203980";"Nota Fiscal Eletrônica";"2023";"6";"5352";"ROGÉRIO CARVALHO";"Divulgação da atividade parlamentar";"07.977.908/0001-07";"Ronne Roberto Alves Sampaio ME";"31";"2023-07-03";;"2458,30"
"2203952";"Nota Fiscal Eletrônica";"2023";"6";"5352";"ROGÉRIO CARVALHO";"Divulgação da atividade parlamentar";"02.577.651/0001-74";"WG Produções e Publicidade LTDA.";"57";"2023-07-07";;"15000,00"
"2204083";"Nota Fiscal Eletrônica";"2023";"6";"5352";"ROGÉRIO CARVALHO";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"08.190.874/0001-60";"BM Locadora de Veiculos LTDA";"334";"2023-07-11";;"15000,00"
"2209514";"Nota Fiscal Eletrônica";"2023";"6";"5352";"ROGÉRIO CARVALHO";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"32.216.743/0001-90";"Posto de Combustível 309 Sul Ltda.";"53740";"2023-06-26";;"237,66"
"2209494";"Nota Fiscal Eletrônica";"2023";"6";"5352";"ROGÉRIO CARVALHO";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"32.864.795/0001-72";"Rede de Postos Presidente Ltda";"2469";"2023-06-02";;"43,04"
"2209496";"Nota Fiscal Eletrônica";"2023";"6";"5352";"ROGÉRIO CARVALHO";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"32.864.795/0011-44";"Rede de Postos Presidente Ltda.";"4029";"2023-06-02";;"298,00"
"2209500";"Nota Fiscal Eletrônica";"2023";"6";"5352";"ROGÉRIO CARVALHO";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"32.864.795/0020-35";"Rede de Postos Presidente Ltda - (Distrito Industrial)";"3139";"2023-06-02";;"150,00"
"2209497";"Nota Fiscal Eletrônica";"2023";"6";"5352";"ROGÉRIO CARVALHO";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"32.864.795/0010-63";"Rede de Postos Presidente Ltda - (Laranjeiras)";"2316";"2023-06-02";;"430,00"
"2209503";"Nota Fiscal Eletrônica";"2023";"6";"5352";"ROGÉRIO CARVALHO";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"32.864.795/0022-05";"Rede de Postos Presidente Ltda. (Farolândia)";"4404";"2023-06-02";;"754,62"
"2209502";"Nota Fiscal Eletrônica";"2023";"6";"5352";"ROGÉRIO CARVALHO";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"32.864.795/0014-97";"Rede de Postos Presidente Ltda. (Palestina)";"718";"2023-06-02";;"353,28"
"2209501";"Nota Fiscal Eletrônica";"2023";"6";"5352";"ROGÉRIO CARVALHO";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"32.864.795/0025-40";"Rede de Postos Presidente Ltda. (Tecarmo)";"3139";"2023-06-02";;"258,05"
"2209499";"Nota Fiscal Eletrônica";"2023";"6";"5352";"ROGÉRIO CARVALHO";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"32.864.795/0002-53";"Rede de Postos Presidente Ltda.(Tancredo Neves)";"5634";"2023-06-02";;"853,75"
"2211142";"Fatura";"2023";"7";"5352";"ROGÉRIO CARVALHO";"Aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.";"66.970.229/0131-45";"Claro TV";"1088151";"2023-06-22";;"345,20"
"2217059";"Fatura";"2023";"7";"5352";"ROGÉRIO CARVALHO";"Aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.";"13.018.171/0001-90";"DESO - Companhia de Saneamento de Sergipe";"6358673";"2023-07-05";;"182,62"
"2211144";"Nota Fiscal Eletrônica";"2023";"7";"5352";"ROGÉRIO CARVALHO";"Aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.";"13.017.462/0001-63";"Energisa";"9155088";"2023-07-24";;"86,44"
"2211145";"Recibo";"2023";"7";"5352";"ROGÉRIO CARVALHO";"Aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.";"04.986.738/0001-20";"JFC Construções Ltda";;"2023-07-19";;"4500,00"
"2214232";"Recibo";"2023";"7";"5352";"ROGÉRIO CARVALHO";"Aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.";"20.999.092/0001-72";"JFC Trade Center";"2510782";"2023-06-21";;"281,65"
"2214229";"Nota Fiscal Eletrônica";"2023";"7";"5352";"ROGÉRIO CARVALHO";"Aquisição de material de consumo para uso no escritório político, inclusive aquisição ou locação de software, despesas postais, aquisição de publicações, locação de móveis e de equipamentos. ";"31.602.730/0001-96";"Parlanet Web e Tecnologia Eireli";"144";"2023-07-11";;"250,00"
"2211141";"Nota Fiscal Eletrônica";"2023";"7";"5352";"ROGÉRIO CARVALHO";"Contratação de consultorias, assessorias, pesquisas, trabalhos técnicos e outros serviços de apoio ao exercício do mandato parlamentar";"48.949.641/0001-13";"Broadbrasil LTDA";"180";"2023-07-12";;"1499,00"
"2211143";"Nota Fiscal Eletrônica";"2023";"7";"5352";"ROGÉRIO CARVALHO";"Divulgação da atividade parlamentar";"41.386.377/0001-08";"Comsensoweb Serviços Especializados LTDA.";"27";"2023-08-02";;"2458,30"
"2205422";"Nota Fiscal Eletrônica";"2023";"7";"5352";"ROGÉRIO CARVALHO";"Divulgação da atividade parlamentar";"02.577.651/0001-74";"WG Produções e Publicidade LTDA.";"73";"2023-08-01";;"15000,00"
"2205425";"Nota Fiscal Eletrônica";"2023";"7";"5352";"ROGÉRIO CARVALHO";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"08.190.874/0001-60";"BM Locadora de Veiculos LTDA";"344";"2023-08-01";;"15000,00"
"2206902";"Fatura";"2023";"7";"5352";"ROGÉRIO CARVALHO";"Passagens aéreas, aquáticas e terrestres nacionais";"06.064.175/0001-49";"Aires Turismo";"2110523385";"2023-05-16";"Companhia Aérea: Aires Turismo, Localizador: WFHXQR. Passageiros: ROGÉRIO CARVALHO SANTOS (Matrícula 341130, PARLAMENTAR), Voo: 3700 - BSB\AJU\ - 02/06/23; ";"973,05"
"2214233";"Nota Fiscal Eletrônica";"2023";"8";"5352";"ROGÉRIO CARVALHO";"Aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.";"13.017.462/0001-63";"Energisa";"9986143";"2023-08-23";;"84,34"
"2211146";"Recibo";"2023";"8";"5352";"ROGÉRIO CARVALHO";"Aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.";"04.986.738/0001-20";"JFC Construções Ltda";;"2023-08-23";;"4500,00"
"2209748";"Fatura";"2023";"8";"5352";"ROGÉRIO CARVALHO";"Aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.";"02.558.157/0001-62";"Vivo- Telefônica Brasil S.A.";"1129478300";"2023-08-13";;"1659,42"
"2217093";"Nota Fiscal Eletrônica";"2023";"8";"5352";"ROGÉRIO CARVALHO";"Aquisição de material de consumo para uso no escritório político, inclusive aquisição ou locação de software, despesas postais, aquisição de publicações, locação de móveis e de equipamentos. ";"31.602.730/0001-96";"Parlanet Web e Tecnologia Eireli";"170";"2023-08-15";;"250,00"
"2207965";"Fatura";"2023";"8";"5352";"ROGÉRIO CARVALHO";"Contratação de consultorias, assessorias, pesquisas, trabalhos técnicos e outros serviços de apoio ao exercício do mandato parlamentar";"06.064.175/0001-49";"Aires Turismo";"2198848813";"2023-07-14";;"1632,82"
"2209747";"Nota Fiscal Eletrônica";"2023";"8";"5352";"ROGÉRIO CARVALHO";"Contratação de consultorias, assessorias, pesquisas, trabalhos técnicos e outros serviços de apoio ao exercício do mandato parlamentar";"48.949.641/0001-13";"Broadbrasil LTDA";"220";"2023-08-18";;"1499,00"
"2209211";"Nota Fiscal Eletrônica";"2023";"8";"5352";"ROGÉRIO CARVALHO";"Divulgação da atividade parlamentar";"02.577.651/0001-74";"WG Produções e Publicidade LTDA.";"87";"2023-09-04";;"15000,00"
"2209213";"Nota Fiscal Eletrônica";"2023";"8";"5352";"ROGÉRIO CARVALHO";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"08.190.874/0001-60";"BM Locadora de Veiculos LTDA";"393";"2023-09-01";;"15000,00"
"2206260";"Fatura";"2023";"8";"5352";"ROGÉRIO CARVALHO";"Passagens aéreas, aquáticas e terrestres nacionais";"06.064.175/0001-49";"Aires Turismo";"2115644285";"2023-06-27";"Companhia Aérea: Aires Turismo, Localizador: SIMEUU. Passageiros: ROGÉRIO CARVALHO SANTOS (Matrícula 341130, PARLAMENTAR), Voo: 3015 - BSB\CGH\ - 29/06/23; ";"1366,37"
"2206259";"Fatura";"2023";"8";"5352";"ROGÉRIO CARVALHO";"Passagens aéreas, aquáticas e terrestres nacionais";"06.064.175/0001-49";"Aires Turismo";"2115645222";"2023-06-27";"Companhia Aérea: Aires Turismo, Localizador: SIGVJF. Passageiros: ROGÉRIO CARVALHO SANTOS (Matrícula 341130, PARLAMENTAR), Voo: 3014 - CGH\BSB\ - 02/07/23; ";"1377,93"
"2195666";"Cupom Fiscal";"2023";"3";"6021";"SAMUEL ARAUJO";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"33.469.172/0022-92";"Serviço Nacional de Aprendizagem Comercial SENAC";"29706";"2023-03-14";;"63,77"
